class_of_price,host_response_rate,host_is_superhost,is_center,neighbourhood_cleansed,number_of_reviews,review_scores_rating,long_term_stays_allowed,washer,dishes_and_silverware,kitchen,cooking_basics,hair_dryer,tv,hangers,essentials,hot_water,bed_linens,heating,iron,dedicated_workspace,shampoo,wifi,air_conditioning,elevator,microwave,stove,coffee_maker,dishwasher,oven,refrigerator
medium,usually_responds,False,False,stadera,some_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True
medium,always_responds,False,True,duomo,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,True,True,True,True
expensive,always_responds,False,True,isola,lot_of_reviews,low_rating,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True
medium,always_responds,False,False,mecenate,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,False,True
medium,always_responds,False,True,buenos_aires,some_reviews,low_rating,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False
medium,always_responds,True,False,bande_nere,some_reviews,top_rating,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True
expensive,always_responds,False,True,xxii_marzo,some_reviews,low_rating,True,True,False,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True
medium,always_responds,False,True,xxii_marzo,some_reviews,low_rating,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False
affordable,always_responds,False,False,citta_studi,no_reviews,good_rating,False,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True
affordable,always_responds,False,True,porta_romana,lot_of_reviews,nice_rating,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,True
medium,always_responds,True,False,lodi,lot_of_reviews,nice_rating,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,False,True
economy,always_responds,False,False,forze_armate,no_reviews,top_rating,False,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False
medium,always_responds,False,True,buenos_aires,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
medium,always_responds,True,True,buenos_aires,some_reviews,top_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True
medium,always_responds,True,True,buenos_aires,some_reviews,top_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
medium,always_responds,False,False,magenta_vittore,some_reviews,low_rating,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
medium,often_responds,False,False,de_angeli_rosa,no_reviews,low_rating,True,True,True,True,False,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,False,False,True,True
medium,always_responds,False,False,qt_8,no_reviews,good_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False
medium,always_responds,False,False,greco,few_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True
medium,always_responds,False,True,ticinese,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True
medium,often_responds,False,False,tibaldi,no_reviews,low_rating,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True
medium,always_responds,False,True,navigli,some_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True
medium,always_responds,True,True,centrale,some_reviews,top_rating,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,False,True,False,True,True
expensive,always_responds,False,True,navigli,no_reviews,good_rating,False,False,False,True,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False
medium,always_responds,True,False,citta_studi,some_reviews,top_rating,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,False,False,True,False,True,True,False,True
medium,always_responds,False,False,parco_lambro,some_reviews,top_rating,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True
medium,always_responds,False,True,ticinese,some_reviews,top_rating,False,True,False,True,False,True,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False
medium,always_responds,True,True,isola,lot_of_reviews,top_rating,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True
medium,always_responds,False,True,isola,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True
medium,always_responds,False,True,porta_romana,some_reviews,top_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True
expensive,always_responds,True,False,magenta_vittore,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
medium,always_responds,False,False,lodi,no_reviews,top_rating,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True
medium,always_responds,False,True,tortona,some_reviews,low_rating,True,False,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,False,True,False,False,True
medium,always_responds,True,False,selinunte,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
medium,always_responds,False,True,garibaldi_repubblica,no_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True
medium,always_responds,False,True,isola,some_reviews,nice_rating,False,True,True,True,True,True,False,False,True,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True
medium,often_responds,False,True,duomo,some_reviews,low_rating,True,True,True,True,False,True,True,False,True,False,False,True,True,False,True,True,True,False,True,False,False,True,True,True
medium,always_responds,False,True,portello,some_reviews,top_rating,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True
medium,always_responds,False,True,loreto,lot_of_reviews,nice_rating,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False
affordable,always_responds,False,True,isola,lot_of_reviews,low_rating,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True,True,True
medium,usually_responds,False,False,magenta_vittore,no_reviews,low_rating,True,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,True,xxii_marzo,some_reviews,nice_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False
affordable,always_responds,False,False,barona,lot_of_reviews,low_rating,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,True
medium,always_responds,False,False,lodi,some_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True
medium,always_responds,False,True,ticinese,no_reviews,good_rating,True,True,False,True,True,False,True,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,False,False
medium,always_responds,True,True,buenos_aires,some_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True
medium,always_responds,False,False,affori,no_reviews,good_rating,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False
medium,always_responds,True,True,guastalla,some_reviews,top_rating,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True
medium,always_responds,False,False,affori,no_reviews,good_rating,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False
medium,always_responds,False,True,xxii_marzo,no_reviews,top_rating,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False
affordable,always_responds,True,False,lodi,lot_of_reviews,nice_rating,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True
medium,always_responds,False,True,navigli,some_reviews,top_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True
medium,always_responds,False,False,qt_8,some_reviews,top_rating,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,True
expensive,usually_responds,False,True,tortona,no_reviews,good_rating,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
affordable,always_responds,True,False,ronchetto_sul_naviglio,lot_of_reviews,nice_rating,True,False,True,True,True,True,False,True,True,True,True,False,True,False,True,True,False,True,True,False,True,False,True,True
medium,never_responds,False,False,rogoredo,some_reviews,low_rating,True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,True,False,False,True,True,True,True,True
medium,always_responds,False,True,brera,no_reviews,top_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,True,duomo,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
medium,always_responds,False,True,duomo,few_reviews,top_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,True,duomo,no_reviews,good_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True
medium,always_responds,False,True,buenos_aires,lot_of_reviews,nice_rating,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,False,False
medium,often_responds,False,True,xxii_marzo,lot_of_reviews,low_rating,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
medium,often_responds,False,True,centrale,lot_of_reviews,low_rating,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True
medium,never_responds,False,True,loreto,no_reviews,good_rating,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False
medium,always_responds,False,False,citta_studi,no_reviews,top_rating,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
medium,always_responds,False,True,buenos_aires,few_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
economy,always_responds,False,False,selinunte,some_reviews,low_rating,True,True,True,True,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True
medium,always_responds,False,True,brera,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True
medium,always_responds,False,True,buenos_aires,no_reviews,top_rating,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True
medium,always_responds,True,False,bande_nere,some_reviews,nice_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,True
medium,always_responds,True,True,buenos_aires,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True
medium,always_responds,False,True,buenos_aires,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
medium,always_responds,False,True,duomo,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
medium,always_responds,False,True,loreto,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True
medium,usually_responds,False,False,umbria,some_reviews,nice_rating,False,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False
medium,always_responds,False,True,brera,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True
medium,always_responds,False,True,navigli,no_reviews,top_rating,True,False,False,True,False,True,True,True,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False
medium,always_responds,False,True,brera,no_reviews,good_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
medium,always_responds,False,False,villapizzone,no_reviews,low_rating,False,False,False,True,False,True,True,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False
medium,always_responds,False,True,duomo,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
medium,always_responds,False,True,xxii_marzo,some_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
medium,always_responds,False,True,loreto,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True
medium,usually_responds,False,False,affori,no_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False
medium,always_responds,False,True,xxii_marzo,some_reviews,low_rating,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False
medium,always_responds,False,True,buenos_aires,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True
medium,always_responds,False,True,buenos_aires,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
affordable,always_responds,False,False,lodi,few_reviews,top_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True
medium,always_responds,False,True,ticinese,no_reviews,good_rating,True,True,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,True,True,False,True,True
medium,always_responds,True,True,duomo,no_reviews,good_rating,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False
medium,usually_responds,False,False,bovisa,no_reviews,good_rating,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False
medium,always_responds,False,True,duomo,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True
affordable,often_responds,False,True,loreto,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True
affordable,often_responds,False,True,loreto,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True
medium,usually_responds,False,False,citta_studi,some_reviews,top_rating,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,True,True,True,True,False,True
affordable,always_responds,True,True,porta_romana,some_reviews,top_rating,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,True,False,True,True
medium,always_responds,True,False,bande_nere,some_reviews,top_rating,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,False,True,True,True,False,False,True
medium,always_responds,False,True,tortona,no_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
affordable,often_responds,False,True,loreto,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True
medium,always_responds,True,True,xxii_marzo,some_reviews,top_rating,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True
medium,always_responds,False,False,magenta_vittore,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True
medium,always_responds,False,True,isola,some_reviews,good_rating,False,True,False,True,False,True,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False
affordable,always_responds,False,True,navigli,no_reviews,good_rating,True,False,False,False,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False
medium,always_responds,True,False,dergano,some_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,True,True
medium,always_responds,False,True,brera,no_reviews,good_rating,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True
medium,always_responds,True,False,vigentina,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
medium,always_responds,False,True,washington,no_reviews,low_rating,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,True,duomo,some_reviews,low_rating,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
medium,always_responds,False,False,padova,no_reviews,good_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True
medium,always_responds,False,False,giambellino,no_reviews,top_rating,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,True,True,True,False,True,True
medium,usually_responds,False,True,brera,some_reviews,low_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False
medium,always_responds,False,True,brera,no_reviews,good_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True
medium,always_responds,False,True,farini,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True
expensive,usually_responds,False,True,brera,some_reviews,low_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,False,False,True,True,False,True,True,False,True,True,True
medium,usually_responds,False,True,sarpi,no_reviews,good_rating,True,True,True,True,True,True,False,False,True,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True
medium,always_responds,False,True,duomo,some_reviews,top_rating,False,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,False,False,True
medium,usually_responds,False,True,sarpi,no_reviews,good_rating,True,False,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False
medium,always_responds,False,True,farini,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True
medium,always_responds,False,False,dergano,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True
medium,often_responds,False,True,duomo,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,False,True,True,False,True,True
medium,always_responds,False,True,centrale,no_reviews,low_rating,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
affordable,always_responds,False,False,parco_monlue_lambro,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True
affordable,always_responds,False,False,parco_monlue_lambro,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True
expensive,always_responds,True,False,de_angeli_rosa,some_reviews,top_rating,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
economy,always_responds,False,False,padova,few_reviews,low_rating,False,True,False,True,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False
expensive,always_responds,False,False,mecenate,no_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,True,True
medium,usually_responds,False,True,buenos_aires,no_reviews,low_rating,True,True,False,True,True,False,True,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False
economy,always_responds,False,True,ghisolfa,some_reviews,low_rating,False,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,False,False,False,True,True,False,True,True
medium,always_responds,False,True,porta_romana,no_reviews,top_rating,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,False,bande_nere,no_reviews,good_rating,True,True,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False
expensive,always_responds,False,True,isola,no_reviews,good_rating,False,True,False,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False
medium,always_responds,True,True,buenos_aires,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True
expensive,always_responds,False,True,scalo_romana,no_reviews,low_rating,False,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True
expensive,always_responds,False,True,porta_romana,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True
medium,always_responds,False,True,washington,no_reviews,good_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
medium,always_responds,True,False,padova,no_reviews,good_rating,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True
medium,often_responds,False,False,padova,some_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True
medium,always_responds,False,True,washington,no_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
affordable,always_responds,False,False,barona,lot_of_reviews,low_rating,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False
affordable,usually_responds,False,True,porta_romana,some_reviews,low_rating,True,False,False,True,False,True,True,True,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False
medium,always_responds,False,False,selinunte,some_reviews,nice_rating,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True
medium,always_responds,False,True,porta_romana,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,True
medium,always_responds,True,True,buenos_aires,lot_of_reviews,top_rating,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False
medium,always_responds,True,True,buenos_aires,lot_of_reviews,top_rating,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,True,False,False,True,False,True,False,False,True
medium,always_responds,True,True,tortona,some_reviews,nice_rating,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,True,True
medium,usually_responds,False,True,navigli,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
affordable,always_responds,False,False,ortomercato,no_reviews,top_rating,True,True,False,True,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False
affordable,always_responds,False,True,garibaldi_repubblica,some_reviews,low_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False
affordable,always_responds,False,False,gallaratese,some_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False
medium,always_responds,False,True,navigli,no_reviews,good_rating,False,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,False,de_angeli_rosa,no_reviews,top_rating,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True
affordable,always_responds,False,True,scalo_romana,no_reviews,good_rating,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,False,villapizzone,some_reviews,top_rating,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False
medium,always_responds,False,False,niguarda_granda,some_reviews,top_rating,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,False,True,True,True,True,True
economy,always_responds,False,False,stadera,some_reviews,nice_rating,True,True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
medium,always_responds,False,False,s_siro,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
economy,always_responds,False,False,ripamonti,few_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,True,True
medium,always_responds,False,False,adriano,some_reviews,low_rating,False,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,False,True,True,True,False,False,True,True
medium,always_responds,True,True,tortona,some_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
medium,always_responds,True,False,dergano,some_reviews,top_rating,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,True,True
medium,always_responds,True,True,sarpi,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True
medium,always_responds,False,True,ticinese,no_reviews,top_rating,False,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,True,True,True,True,True
medium,always_responds,False,True,scalo_romana,no_reviews,top_rating,True,False,True,True,True,False,True,False,True,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True
expensive,usually_responds,False,True,navigli,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,True,True
medium,usually_responds,False,True,buenos_aires,no_reviews,good_rating,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False
medium,usually_responds,False,True,sarpi,no_reviews,good_rating,True,True,False,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False
affordable,usually_responds,False,False,stadera,some_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True
medium,always_responds,False,False,tibaldi,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True
medium,usually_responds,False,True,sarpi,few_reviews,top_rating,True,False,False,False,True,True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
medium,usually_responds,False,True,buenos_aires,no_reviews,good_rating,True,True,False,True,False,False,True,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False
medium,always_responds,False,False,niguarda_granda,no_reviews,top_rating,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,False,False,True,False,False
medium,always_responds,False,True,ticinese,few_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True
medium,always_responds,False,False,umbria,some_reviews,top_rating,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,False,True,True
medium,always_responds,False,True,porta_romana,some_reviews,nice_rating,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,True
medium,always_responds,True,False,selinunte,few_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,False,False,False
medium,always_responds,False,True,scalo_romana,some_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False
medium,usually_responds,False,True,farini,some_reviews,low_rating,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True
affordable,always_responds,True,True,isola,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,True
medium,always_responds,False,True,tortona,some_reviews,top_rating,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True
