class_of_price,host_response_rate,host_is_superhost,is_center,neighbourhood_cleansed,number_of_reviews,review_scores_rating,long_term_stays_allowed,washer,dishes_and_silverware,kitchen,cooking_basics,hair_dryer,tv,hangers,essentials,hot_water,bed_linens,heating,iron,dedicated_workspace,shampoo,wifi,air_conditioning,elevator,microwave,stove,coffee_maker,dishwasher,oven,refrigerator
expensive,always_responds,False,True,navigli,some_reviews,top_rating,False,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True
medium,usually_responds,True,False,lorenteggio,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
medium,always_responds,False,False,triulzo_superiore,no_reviews,low_rating,True,True,False,True,False,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False
medium,always_responds,False,False,lodi,no_reviews,good_rating,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
medium,always_responds,True,True,pagano,lot_of_reviews,low_rating,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True
affordable,always_responds,False,False,parco_lambro,some_reviews,top_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
medium,always_responds,True,True,loreto,lot_of_reviews,nice_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
economy,usually_responds,False,True,navigli,some_reviews,low_rating,True,True,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,False,True,True,False,False,True,True
medium,usually_responds,False,True,duomo,some_reviews,top_rating,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False
economy,always_responds,False,False,padova,lot_of_reviews,low_rating,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False
medium,always_responds,True,True,duomo,lot_of_reviews,nice_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
medium,always_responds,True,False,vigentina,some_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True
medium,usually_responds,False,True,porta_romana,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True
medium,always_responds,False,True,guastalla,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,False,False,True,True
medium,always_responds,False,True,buenos_aires,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
economy,always_responds,False,True,buenos_aires,some_reviews,low_rating,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False
medium,always_responds,False,False,stadera,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
medium,always_responds,False,True,buenos_aires,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True
medium,often_responds,False,True,porta_romana,lot_of_reviews,low_rating,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
medium,often_responds,False,False,citta_studi,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True
medium,always_responds,False,True,sarpi,some_reviews,top_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True
medium,always_responds,True,False,magenta_vittore,lot_of_reviews,low_rating,True,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False
affordable,always_responds,False,False,affori,no_reviews,good_rating,False,True,False,True,False,True,False,True,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False
medium,always_responds,False,True,tortona,lot_of_reviews,low_rating,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True
medium,always_responds,False,True,navigli,no_reviews,good_rating,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
medium,always_responds,False,True,duomo,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True
affordable,always_responds,True,False,padova,lot_of_reviews,nice_rating,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
medium,always_responds,False,True,isola,some_reviews,top_rating,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False
medium,always_responds,True,False,umbria,some_reviews,nice_rating,False,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,True,guastalla,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True
affordable,always_responds,False,False,lorenteggio,lot_of_reviews,nice_rating,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True
affordable,always_responds,False,True,xxii_marzo,lot_of_reviews,low_rating,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False
medium,always_responds,False,True,centrale,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True
medium,usually_responds,False,True,buenos_aires,some_reviews,low_rating,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True
medium,always_responds,False,True,porta_romana,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,True
medium,always_responds,False,True,loreto,lot_of_reviews,low_rating,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True
affordable,always_responds,False,True,navigli,no_reviews,low_rating,True,True,False,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False
expensive,always_responds,False,False,magenta_vittore,no_reviews,good_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False
affordable,always_responds,True,True,navigli,lot_of_reviews,nice_rating,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True
affordable,always_responds,False,True,navigli,some_reviews,low_rating,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True
medium,usually_responds,True,True,washington,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
medium,always_responds,True,True,navigli,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
medium,always_responds,True,True,ticinese,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
medium,always_responds,True,True,centrale,some_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
expensive,always_responds,False,False,tibaldi,no_reviews,good_rating,True,True,False,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False
medium,always_responds,True,True,duomo,lot_of_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True
medium,always_responds,False,True,guastalla,lot_of_reviews,low_rating,True,False,False,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,True,False,False,False,False,True
medium,usually_responds,True,True,brera,lot_of_reviews,nice_rating,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,True,True,False,False,True,True,False,False
medium,always_responds,False,True,duomo,no_reviews,good_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True
economy,always_responds,False,False,lambrate,no_reviews,top_rating,True,True,False,True,False,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
medium,always_responds,False,True,garibaldi_repubblica,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True
medium,always_responds,False,True,centrale,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
expensive,always_responds,False,True,buenos_aires,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True
medium,always_responds,True,True,centrale,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
medium,always_responds,False,False,magenta_vittore,no_reviews,good_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True
medium,always_responds,False,False,niguarda_granda,no_reviews,good_rating,False,False,False,True,False,True,False,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False
medium,always_responds,False,True,duomo,no_reviews,low_rating,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
affordable,always_responds,True,False,bande_nere,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True
medium,always_responds,False,True,navigli,some_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,False,False,True,True,False,False,True
economy,always_responds,False,False,forze_armate,no_reviews,top_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False
medium,always_responds,False,True,sarpi,no_reviews,good_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False
medium,always_responds,False,True,navigli,some_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
medium,always_responds,False,True,buenos_aires,no_reviews,top_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False
affordable,always_responds,False,True,buenos_aires,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,False,False,True,False,True,True
expensive,always_responds,False,True,tortona,no_reviews,good_rating,True,True,False,True,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False
affordable,always_responds,False,False,padova,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,False,True
affordable,always_responds,False,True,duomo,no_reviews,top_rating,True,False,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,True,ticinese,some_reviews,top_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
medium,always_responds,False,False,parco_lambro,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
medium,always_responds,True,True,guastalla,lot_of_reviews,nice_rating,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,True
affordable,always_responds,False,False,gratosoglio,no_reviews,low_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False
affordable,always_responds,False,False,umbria,lot_of_reviews,low_rating,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True
medium,always_responds,False,False,dergano,no_reviews,good_rating,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True
medium,always_responds,False,True,brera,some_reviews,top_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
medium,always_responds,False,True,navigli,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True
medium,always_responds,True,True,sarpi,lot_of_reviews,nice_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
medium,always_responds,False,True,ticinese,few_reviews,low_rating,False,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True
affordable,always_responds,False,True,tortona,no_reviews,good_rating,True,True,False,True,False,True,False,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False
medium,always_responds,False,True,brera,no_reviews,good_rating,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
medium,usually_responds,False,True,duomo,lot_of_reviews,good_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
medium,always_responds,False,True,isola,some_reviews,low_rating,True,True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,True
medium,always_responds,False,True,sarpi,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True
affordable,usually_responds,False,True,loreto,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
medium,usually_responds,True,True,tortona,some_reviews,top_rating,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,False,True,True,True,True
medium,always_responds,False,False,bovisa,lot_of_reviews,nice_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True
medium,always_responds,False,True,isola,no_reviews,good_rating,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
medium,always_responds,True,True,duomo,lot_of_reviews,nice_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
medium,always_responds,True,True,sarpi,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True
medium,always_responds,True,True,loreto,lot_of_reviews,nice_rating,True,False,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True
medium,always_responds,False,True,isola,some_reviews,low_rating,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
medium,always_responds,False,True,sarpi,some_reviews,low_rating,False,True,False,True,False,False,True,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False
affordable,always_responds,True,True,sarpi,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True
medium,always_responds,False,True,buenos_aires,no_reviews,low_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False
medium,always_responds,False,True,guastalla,some_reviews,top_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True
medium,always_responds,False,True,navigli,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
medium,always_responds,False,True,ticinese,few_reviews,top_rating,True,False,True,True,True,True,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True
affordable,always_responds,False,False,corsica,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,True
medium,always_responds,True,False,de_angeli_rosa,some_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
economy,always_responds,False,False,dergano,few_reviews,top_rating,True,True,False,True,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False
economy,always_responds,False,False,affori,no_reviews,good_rating,True,True,False,True,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False
medium,always_responds,False,True,tortona,lot_of_reviews,top_rating,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
affordable,always_responds,True,False,s_cristoforo,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,True
medium,always_responds,False,True,navigli,no_reviews,good_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True
medium,always_responds,True,True,xxii_marzo,lot_of_reviews,nice_rating,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True
medium,always_responds,False,False,magenta_vittore,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
affordable,always_responds,False,True,navigli,some_reviews,low_rating,True,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
medium,always_responds,False,False,viale_monza,no_reviews,good_rating,False,True,False,True,False,True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,False,stadera,some_reviews,low_rating,False,True,True,True,True,False,True,True,True,True,False,True,True,True,False,True,False,False,False,True,True,False,False,True
medium,always_responds,False,False,parco_forlanini,some_reviews,top_rating,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True
medium,always_responds,True,True,duomo,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True
affordable,always_responds,False,False,umbria,lot_of_reviews,low_rating,True,False,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,False,False,True
medium,always_responds,False,True,buenos_aires,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True
affordable,always_responds,True,True,buenos_aires,lot_of_reviews,low_rating,False,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,True,False,False,False,True,True,True
medium,always_responds,False,True,ticinese,some_reviews,low_rating,False,True,False,True,False,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False
economy,always_responds,False,False,lodi,lot_of_reviews,low_rating,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True
medium,often_responds,False,True,buenos_aires,lot_of_reviews,low_rating,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False
medium,often_responds,False,False,magenta_vittore,lot_of_reviews,low_rating,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True
affordable,always_responds,False,False,de_angeli_rosa,some_reviews,low_rating,True,True,False,True,False,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False
medium,always_responds,True,True,navigli,lot_of_reviews,nice_rating,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True
medium,always_responds,True,True,navigli,lot_of_reviews,nice_rating,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,True
medium,always_responds,False,True,centrale,some_reviews,low_rating,True,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False
affordable,always_responds,False,False,niguarda_granda,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True
medium,always_responds,False,True,buenos_aires,lot_of_reviews,low_rating,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True
medium,always_responds,True,False,lambrate,some_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,False,True,True
medium,always_responds,False,True,sarpi,lot_of_reviews,nice_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True
medium,always_responds,False,True,isola,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
medium,often_responds,False,True,navigli,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True
medium,always_responds,False,False,villapizzone,some_reviews,low_rating,False,True,True,True,False,True,False,True,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False
economy,always_responds,False,False,citta_studi,few_reviews,low_rating,True,False,False,True,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
medium,usually_responds,False,True,isola,no_reviews,good_rating,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False
medium,always_responds,False,True,navigli,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True
medium,always_responds,True,True,brera,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True
medium,always_responds,False,True,centrale,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True
medium,always_responds,True,True,buenos_aires,lot_of_reviews,nice_rating,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True
medium,always_responds,False,True,xxii_marzo,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
medium,always_responds,False,True,brera,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
medium,always_responds,False,True,duomo,no_reviews,good_rating,True,True,False,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False
economy,always_responds,False,True,sarpi,some_reviews,low_rating,False,True,False,True,False,False,True,True,True,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False
medium,usually_responds,False,True,xxii_marzo,lot_of_reviews,low_rating,True,False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False
medium,usually_responds,False,True,buenos_aires,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
medium,usually_responds,True,False,stadera,no_reviews,top_rating,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,True,True
medium,always_responds,False,True,ticinese,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True
medium,always_responds,False,True,isola,some_reviews,top_rating,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True
medium,always_responds,False,False,s_cristoforo,some_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,False,False,False,False,True
economy,always_responds,False,False,s_cristoforo,no_reviews,good_rating,False,False,False,True,True,False,True,True,True,False,False,True,True,True,True,True,False,False,True,True,False,False,False,True
medium,usually_responds,False,False,ripamonti,some_reviews,low_rating,False,True,False,True,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True
medium,always_responds,False,False,umbria,lot_of_reviews,low_rating,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
affordable,always_responds,False,False,lodi,some_reviews,top_rating,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True
affordable,always_responds,False,True,ghisolfa,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True
medium,always_responds,False,True,ticinese,few_reviews,top_rating,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False
economy,always_responds,True,True,centrale,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True
medium,never_responds,False,True,buenos_aires,no_reviews,good_rating,True,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,False,umbria,some_reviews,top_rating,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,False,False
affordable,always_responds,False,False,s_siro,lot_of_reviews,low_rating,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,False,True,True,False,False,False,True
medium,always_responds,False,False,quarto_cagnino,no_reviews,good_rating,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False
medium,usually_responds,True,True,brera,lot_of_reviews,nice_rating,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,True,True,False,False,True,True,False,False
medium,always_responds,False,True,buenos_aires,few_reviews,top_rating,True,False,False,False,True,True,True,True,True,False,False,True,True,True,True,False,True,False,True,False,False,False,False,True
medium,always_responds,False,True,navigli,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True
medium,always_responds,False,True,porta_romana,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True
affordable,always_responds,False,False,selinunte,lot_of_reviews,low_rating,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True
medium,always_responds,True,True,ticinese,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,True,True
medium,always_responds,False,True,maciachini,some_reviews,low_rating,True,True,False,True,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False
top_level,always_responds,False,True,buenos_aires,no_reviews,good_rating,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,True,isola,few_reviews,top_rating,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True
medium,always_responds,False,False,citta_studi,no_reviews,good_rating,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
medium,always_responds,False,True,ticinese,some_reviews,low_rating,False,True,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True
medium,always_responds,False,False,vigentina,some_reviews,low_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
expensive,always_responds,False,False,magenta_vittore,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
medium,always_responds,True,True,buenos_aires,lot_of_reviews,nice_rating,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
expensive,always_responds,False,True,ex_om,some_reviews,low_rating,False,False,False,True,False,True,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,True,centrale,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
medium,always_responds,True,False,bande_nere,lot_of_reviews,nice_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True
medium,usually_responds,False,True,loreto,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,True
medium,always_responds,False,True,ghisolfa,some_reviews,nice_rating,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True
medium,always_responds,True,True,isola,lot_of_reviews,nice_rating,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True
medium,always_responds,False,False,giambellino,no_reviews,low_rating,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False
